sentence_id	essay_id	sentence_txt	idx_in_essay
18645	3976	If they do not like it, then do not read it	12
18646	3976	I do not think that things should be sheltered from libraries because sometimes it can get a point across to some people	13
18647	3976	If there is a article up on a shelf and it has an appealing image on it, you are going to stop and read it 	14
18648	3976	If it has a good message to send to you will think about it	15
18649	3976	Then once you have thought about it, you will make your own opinion on what that article said	16
18650	3976	If you have a positive opinion you might go pick that magazine up and read it	17
18651	3976	If you have a negative opinion on what it said then you will not even look at the next time you go by there	18
18652	3976	If you think that something is too bad for eyes of other people then so be it	19
18653	3976	That is your opinion and you have all of the right to it	20
18654	3976	I will not dislike you for your opinion and I will not look at you any differently	21
18655	3976	The only thing I hope is that I got my point across to you.	22
18656	3977	I do not believe there should be censorship in our libraries	0
18657	3977	By censoring our libraries, they're censoring us	1
18658	3977	This is supposed to be a democracy, not a dictatorship	2
18659	3977	A good example of censorship that has recently happened is rewriting all the @PERSON1 books just because they use the 'n word' and some people find this offensive	3
18660	3977	The thing is, this is how they talked back then, this is just the way things were	4
18661	3977	People can't just rewrite books because they don't like the history behind them	5
18662	3977	They can change all they want, but in the end it still happened	6
18663	3977	We recite history so we don't make the same mistakes again, and this is a good example of it	7
18664	3977	Music shouldn't be censored	8
18665	3977	Music is a form of expression, and by censoring the music, you're censoring the artist	9
18666	3977	They say the things they do for a reason and they work hard to create the things they do	10
18667	3977	We're supposed to have freedom of speech, so now why are we getting these freedoms taken away from us just because a select few deem it inappropriate	11
18668	3977	We don't make anyone listen to anything they don't want to	12
18669	3977	Each generation has it's own style and music, has it's own problems and ways to deal with them	13
18670	3977	our generation is music, so let us express ourselves	14
18671	3977	Movies are censored due to language and content, which I get, but actually removing them from our libraries should not happen	15
18672	3977	If the audience is mature enough to handle it, they should be able to watch it	16
18673	3977	We don't need to take out curse words or remove inappropriate scenes just so childern can watch them	17
18674	3977	If they are really that bad, they don't need to watch them period until they are mature enough to handle it	18
18675	3977	Magazines should be censored in the same way as movies, by maturity level and age	19
18676	3977	I agree there are some movies that are inappropriate, but taking out articles just because someone in charge doesn't like what's being said is wrong	20
18677	3977	We can't just block out all the bad things that are happening in the world and just pretend nothing's wrong because the stories aren't being told	21
18678	3977	People deserve to know what's going on	22
18679	3977	People deserve to read, watch, or listen to anything that they want	23
18680	3977	By censoring things, they're only going to make us search to find them, therefor making it kind of like a reward to get to see the things others find so inappropriate that they're willing to go out of their way to get rid of them	24
18681	3977	You can't please everyone, so just elt us make our own decisions	25
18682	3977	Censoring our libraries is like censoring us	26
18683	3977	We have our constitution, we know our rights, now why are people nowadays thinking they can change them	27
18684	3977	They can't keep us dumb by hiding things	28
18685	3977	We're still going to find them, they're just going to make it like a game of tag	29
18686	3977	so let the game begin	30
18687	3978	In the words of the author, Katherine Paterson, 'All of us can think of a book that we hope none of our children or any other children have taken off the shelf	0
18688	3978	But if I have a right to remove that book from the sheld---that work I abhor---then you also have exactly the same right and so does everyone else	1
18689	3978	And then we have no books on the shelf for any of us.' @CAPS1 are countless books in the world which will offend someone in one way or another	2
18690	3978	If everyone were to expect their feelings to be accounted by everyone, they are mistaken	3
18691	3978	Everyone has a right to discover the thoughts of others as long as they keep in mind they @MONTH1 not always be pleased with the outcome	4
18692	3978	Certain books carrying harsh opinions or uncencored material can be found on every shelf	5
18693	3978	As my many years as a student, I have come to find books containing vulgar images and language	6
18694	3978	@PERSON1's play '@CAPS2' describes him in very crude ways	7
18695	3978	Our class was very surprised at the language and sexual innuendos involved	8
18696	3978	@CAPS2 was described as a 'black ram' by his nemesis	9
18697	3978	Comments such as these in books can mold a young mind into thinking name calling is appropriate	10
18698	3978	Unfortunately, this is how children are to learn the nature of select authors and the world outside the classroom	11
18699	3978	@PERSON1 also discusses a 'strumpet' in '@CAPS2'	12
18700	3978	Once a mind is aware of such adult matters they will look at the world completely different	13
18701	3978	Life must be hard for children as their books and magazines show racy pictures of girls and advertisements for products	14
18702	3978	Magazines are a threshold of adult matters	15
18703	3978	Once a teenager or child view all the vibrant advertisements and beautiful models selling products, they begin to lose a sense of reality and childhood	16
18704	3978	The photoshopped images of tall, tan, and thin models make a girl's head ponder that way of life	17
18705	3978	They begin wearing shorter skirts, dieting, and tanning all because of an ad they saw in their magazine	18
18706	3978	Who wouldn't want to be like a model	19
18707	3978	When every actress, singer, and model begin looking like godesses, the men picture the perfect girl as the ones they see on billboards	20
18708	3978	After the men picture the ultimate female as the images they see, the women will never be able to add up to their qualifications	21
18709	3978	A whole cycle of being underappreciated and the obsession to be perfect makes the media more powerful	22
18710	3978	In conclusion, the world has become absorbed in the unrealistic fantasies racy books and magazines provide	23
18711	3978	Crude comments are found in classics and are a powerful influence on the mind	24
18712	3978	Advertisements in magazines cause a sense of worthlessness in women and the feeling of unfulfillment for men	25
18713	3978	Are you going to control you're life or let the media?	26
18714	3979	Kids today have a whole lot of options of books they can or cannot read in the schools library	0
18715	3979	The things they cannot read are censored	1
18716	3979	School systems have good reasons why they censor some book, and I agree with the cooperation	2
18717	3979	The facts on why books are censored in a school campus is to much racil slurs, profanity, and unaproperit situations	3
18718	3979	How many schools have books that have racism in it	4
18719	3979	Racism happens in books all the time	5
18720	3979	In fact one out of fifty books contain racism	6
18721	3979	The big book is '@PERSON1' fin by @PERSON2	7
18722	3979	It recently got banned from schools all over the @LOCATION1	8
18723	3979	People all around the world are trying to teach their kids what to say and what not to say	9
18724	3979	Kids pick up some bad language from the books they read	10
18725	3979	Even though some of these books still lay on the shelves of the schools	11
18726	3979	It is up to the kids not to read them	12
18727	3979	Uniproperit situations is why schools only order some sports illustrated magazines	13
18728	3979	The school librarians don't want the kids looking at any nudity or violent scences in the books	14
18729	3979	Do you say to blame them	15
18730	3979	I believe that the schools and parents are doing the right things	16
18731	3979	It is up to the kids to make the decision to listen or not listen to their parents	17
18732	3979	I believe censorship is a great thing for @CAPS1 youth.	18
18733	3980	People out there have the right to descide weather or not there childs books have censorship in it	0
18734	3980	Some parents dont want there child to read books like that till they get older	1
18735	3980	Kids in grade school dont know the book they are getting has profanity in it	2
18736	3980	I think that in all grade schools and middle schools should have no books that have censorship in them	3
18737	3980	Yea some parents dont care what their child reads	4
18738	3980	Think about the ones that do	5
18739	3980	Not every one has the guts to say something to the school	6
18740	3980	If you ask me i would not but books with censorship in them in my childs school	7
18741	3980	Then again the high school students are old enough to look threw the books and descide if they want to get that book or not	8
18742	3980	Yea some parents still care about their child when they get into high school but high school students are old enough to make their own descions	9
18743	3980	Some students @MONTH1 not relize what book they grabed untill they start reading but thats when they turn around and exchange it	10
18744	3980	I think high school students are smart enough to choose their own books	11
18745	3980	This is why I think bout the books and magazines etc	12
18746	3980	with censorship should be removed from the grade schools and middle schools and not high schools	13
18747	3980	If you agree YOU can do something about it	14
18748	3980	Talk to your childs school	15
18749	3981	Remain on the Shelf	0
18750	3981	Certain materials such as books, music, magazines and more can often contian offensive information that many would want censored	1
18751	3981	The people writing the items are not making them so that they are just plain offensive, the way people take in information is the main factor	2
18752	3981	People choose whether or not to believe certain things for themselves, and with those come their personal opinions	3
18753	3981	Books and magazines should not be removed from shelves if they are found offensive, this could create more problems with the public and those who disagree on what has been taken out, that dont consider them to be offensive	4
18754	3981	What is offensive to one person, @MONTH1 not be offensive to the next	5
18755	3981	Items being removed because of a complaint made by one person should not even be considered	6
18756	3981	Whether it be a book, magazine, or music the author had a purpose for it and it was not intended on hurting someone's feelings	7
18757	3981	For example, a book about slavery could be offensive to a white man, but a black man would consider it to be about his history	8
18758	3981	People can find many things offensive by just reading titles, or listening to one lyric from as song, but that does not mean they have to read the book or keep listening to the song	9
18759	3981	Someone else is enjoying the book and the song could be what another person looks forward to everyday	10
18760	3981	These magazines and books could also be seen as informing	11
18761	3981	The material in a certian magazine @MONTH1 not be acceptable by some, but a lot of new information can come from them	12
18762	3981	If everything found offensive was removed from the shelves there would most likley be nothing left	13
18763	3981	Removing them could cause choas to someone who is trying to learn more about a disease, when another person who is suffering from it does not want their story told	14
18764	3981	Certian materials being offensive can only offend so many, and chances are what doesnt offend them offends the next person	15
18765	3981	Informing articles and books should not be removed from shelves in libraries because they are there just to provide a source of knowledge	16
18766	3981	Censoring in libraries would also take away from those who are just interested	17
18767	3981	A lot of people like to read and rent movies just for fun, but chances are if the book or movie does not sound interesting, it is not going to make any profit	18
18768	3981	What is considered offensive to a person could be the interest of another	19
18769	3981	From my experience teenagers are interested in alot of action and romantic films and books	20
18770	3981	They often times contain alot of physical and sexual content along with a decnt amount of foul language	21
18771	3981	A older person would not be interested in the foul language and content, they would consider them to be offensive to either the girl or boy in the story and would wonder why it is even being read	22
18772	3981	Most would even say that the books and movies can be degrading to some, but it is what interests teens and makes them want to read more becasue they can't wait to see what is going to happen next	23
18773	3981	Removing items such as these would push teens away from reading and viewing alot of movies because nothing then would spark their interest	24
18774	3981	Scenes and facts in materials that could be offensive to a person are usually not intended to be	25
18775	3981	People are not being made to read and watch what offends them	26
18776	3981	Everybody is different and what offends my neighbor @MONTH1 not offend me	27
18777	3981	Chances are that there will alwasy be something that is going to offend at least one person	28
18778	3981	The more we all get used to it , the less many people will actually run into items that offend them	29
18779	3981	They @MONTH1 still be offended on the insided but it won't matter because they will have realized that not everybody is offended by the same thing	30
18780	3982	Should materials such as books, music, movies, magazines, etc., be removed from shelves if found offensive	0
18781	3982	Censorship can be a huge deal depending on who you ask or where you go some find it necessary so kids do not get into these things found in librarys or some @MONTH1 not think it's so important	1
18782	3982	Books are important parts of peoples lives, learning, etc, they are also read for many different reasons but some of the topics books are written about @MONTH1 not be right or could be innapropriate or possibly against all of someones beliefs or religion	2
18783	3982	I personally do not think that censorship is necessary to keep some things out of librarys just some thngs shouldnt be available for anyone to just walk in and pick up off of a shelf in a library maybe materials that are innapropriate for children or people @MONTH1 find offensive should be kept away in a different secluded section of a library and be clearly labeled of what the purpose of this room is so people will clearly know and won't really risk the chance of just stumbling upon those materials	3
18784	3982	Another reason why censorship @MONTH1 not be necessary is that things that anyone could find in the library that @MONTH1 be offensive or innapropriate can be found just as easy if not easier on @CAPS1 or on the internet by anyone anytime of the day	4
18785	3982	@CAPS1 has some censorship but not enough to remove the effect that @CAPS1 show or movie or internet site could have on the minds of todays young people and children such as violence, drugs, language, and racism that is found in almost everything today	5
18786	3982	Todays children and young people should be taught of whats wrong even if they do think it's dumb or unecassary at the time when they mature they hopefuloly will see whay they were taught those things and why they should always try to stay away from things that are seen in movies, magazines, books, and mostly on @CAPS1 and not get involved with these activities	6
18787	3982	Censorship I still believe is not necessary even though I know of all the innapropriate and harmful things in todays culture	7
18788	3982	Even though I know how harmful it can be if they see the effect it could have on their future and what it has done to other people that saw things in movies, books or even heard it in music if they could see and hear from people who have been affected by these things they would know to stay away from bad things and go along with whats right	8
18789	3982	In conclusion censorship is not necessary, it could be in the future but if everyone is lead to what is right they will hopefully make the right decision and stay away from harmful books, movies, music, magazines, and other things alike.	9
18790	3983	You Are @CAPS1 You @CAPS2	0
18791	3983	Censorship is a touchy subject in our society today	1
18792	3983	People ask, '@CAPS3 much should be censored?' or even 'Should @CAPS9 be censored at all?'  @CAPS4 opinion is that censorship should be left up to the parents of the children that are reading, listening to, or watching materials	2
18793	3983	Television networks and reading companies, including publishers and libraries, can't possibly take the place of a parent	3
18794	3983	I believe that if a parent is not responsible enough to care @CAPS1 the child is reading, the distrubuters of the materials can't be punished	4
18795	3983	In @CAPS4 experience, @CAPS4 mother has taken part in censoring me from offensive materials from a very young age	5
18796	3983	She is always interested in @CAPS1 I am reading	6
18797	3983	Occasionally, she will glance over a book or reading material herself in order to deem it appropriate for me to @CAPS2	7
18798	3983	@CAPS4 mother has also censored @CAPS4 music by glancing through @CAPS4 music player and every so often, playing a song or two	8
18799	3983	@CAPS9 discourages me from listening to anything that @CAPS4 mother wouldn't approve of	9
18800	3983	I have also experienced censorship in @CAPS4 local library	10
18801	3983	The library is divided into sections, begining with the children's books	11
18802	3983	These books are appropriate for young minds and have no offensive material	12
18803	3983	@CAPS9 section leads to young adult, then eventually the adult books	13
18804	3983	The music is also similarly divided into these catagories	14
18805	3983	I believe @CAPS9 is acceptable because there are certain materials and music that a young child should not be exposed to	15
18806	3983	Through reading the book '@CAPS5 @CAPS6' by @PERSON1, I have observed that parents need to have some involvement in @CAPS1 their children are reading, listening to, and watching	16
18807	3983	In @CAPS9 book, @PERSON2's parents simply left him alone while he was in his room	17
18808	3983	They let him listen to his own music, and watch @CAPS1 he wanted	18
18809	3983	@CAPS9 led him to listening to a @CAPS7 metal band called '@CAPS7 @CAPS8.'  @CAPS9 band influenced him to commit a homocide in his school, killing ten students	19
18810	3983	@CAPS9 is a worst case scenario in which censorship was not practiced at all	20
18811	3983	Violence can have a large impact in young kids	21
18812	3983	therefore, they shouldn't be exposed to it until they are mature	22
18813	3983	Through @CAPS4 reading, I have taken the position that the government does not have the right to impose censorship on the whole population	23
18814	3983	The novel '@CAPS10 @NUM1' is an example of censorship being taken to the extreme	24
18815	3983	Reading is banned in their society, except for comic books and sex magazines	25
18816	3983	@CAPS9 shows that without a right to @CAPS2, society is reduced to very simple, uneducated creatures	26
18817	3983	Censoring an entire people's reading is impractical	27
18818	3983	@CAPS4 opinion is that once a person is an adult, they have the common sense and maturity to @CAPS2 whatever they choose	28
18819	3983	Censorship is difficult to take a stand on because ther are so many posatives and negatives to consider	29
18820	3983	@CAPS4 position on @CAPS9 vital subject is that parents should be the ones censoring their children's reading, not the government or the reading companies	30
18821	3983	Once a person is an adult, their right is to choose whatever they like to @CAPS2	31
18822	3983	Reading is a magical thing that should not be held back from adults who are prepared to experience it to its fullest	32
18823	3983	As long as society keeps a balance between the outcome of '@CAPS5 @CAPS6' in which censorship was not practiced, and '@CAPS10 @NUM1' in which it was enforced to the fullest, I believe that we have reached an appropriate balance	33
18824	3983	Censorship is healthy for children, but restricting in adults.	34
18825	3984	Many people think that libraries should be censored in one form or another to keep certian types of book away from people	0
18826	3984	How does that really help	1
18827	3984	Even if you remove certian book or music from a library doesn't mean people won't still get that same information from somewhere else	2
18828	3984	Besides many of the things that people should be censored is probably not that bad	3
18829	3984	I think it is better for some one to read about somthing the have it happen to them and then experince it	4
18830	3984	Like Katherine Paterson said if we let people get rid of book of music that they think are bad for people to read or listen to what will we have left	5
18831	3984	Nothing	6
18832	3984	Through people think censorring libraries is for the greater good, it just has too many bad side to have much of a good effect	7
18833	3984	When people try to censor things they normally just take things off of shelfs and get rid of them	8
18834	3984	But, in today world of technology that doesn't stop people from obtaining there goal	9
18835	3984	We have the internet that lets people upload book and music to share	10
18836	3984	So yeah, you many not be able to get a book at the library but you can almost always find it online	11
18837	3984	In result trying to censor libraries by removing books and music really is doing anything	12
18838	3984	How do you determine what should be censored	13
18839	3984	People all have a different idea of what is ok for the public and what is not	14
18840	3984	Some book that get removed could insult a group of people because it related in some way to them	15
18841	3984	Then you loss business and make poeple mad at the same time	16
18842	3984	In some way isn't it better for people to learn about bad things like crime and death through ways that aren't real and don't hurt	17
18843	3984	When things like that happen in a book they normally don't just stop there	18
18844	3984	They show the results or how the situation was handled	19
18845	3984	Which could come to help people who end up in the same sort of situatuions later on it there life	20
18846	3984	Which makes it really hard to determine what should be censored and what shouldn't	21
18847	3984	Katherrine Paterson even said that if we let people censor what they think is unmoral nothing will be left	22
18848	3984	Everything will be gone, because every person in the world would find something is every book that they could find bad	23
18849	3984	Even if there is a book that people agree should be censored, there are people that think the other way	24
18850	3984	No books would be left if we  censored libraries because people could find thing bad or unmoral in every book	25
18851	3984	Overall, censoring libraries ends up being more pain than it worth	26
18852	3984	It is not stoping people from obtaining the information another way	27
18853	3984	There is no way to decide what shuld be censored	28
18854	3984	And, censoring somethings will lead to people wanting other things to be censored, which will leave nothing	29
18855	3984	In conclusion, censoring doesn't really stop people and ends up leading to bigger problems in the end.	30
18856	3985	Dear Newspaper staff, @CAPS1 @CAPS2 is @PERSON1 I @CAPS3 to @CAPS4 @CAPS5 @CAPS6 I am in the @NUM1 grade	0
18857	3985	The reson for this letter is that I belive that certain material, such as books, music, movies, magazines, etc	1
18858	3985	Should be removed from the shelves if they are offensive	2
18859	3985	The reson why I think it should be done because kids know days minds be every where from pron to games to bad music etc	3
18860	3985	In @CAPS7 books, magazines, movies, have things in it that shouldnt be in there	4
18861	3985	When kids get a hole of it they act like they anit never seen nothing like it	5
18862	3985	When they get on the computer they get on web sites that they know they are not suppossed to be on	6
18863	3985	If we didnt have these things we wouldnt have to worry about the loud music, the virus on the computer and the books being riped up	7
18864	3985	But know a days there are so much stuff people can do to get all of things	8
18865	3985	If someone just removed all the things that are found offensive from the shelves	9
18866	3985	That would be so wonderful for everyone	10
18867	3985	If they leave all the materials out there its going to be more and more problmes	11
18868	3985	When they just take it off everything will be in grate shape	12
18869	3986	What is the extent of reading that should be read by the public world	0
18870	3986	There are so many different types of reading and music that many people enjoy as a hobby	1
18871	3986	Books have been around for centuries and can create a whole new world for readers	2
18872	3986	The latest gossip can be found in many magazines	3
18873	3986	Music is sometimes said to help people cope with life problems	4
18874	3986	Movies can open up peoples' imaginations and make them feel emotions for a theme of no importance	5
18875	3986	All these things make up peoples lives	6
18876	3986	Without any of these enjoyments what would people do with their free time	7
18877	3986	Books, magazines, music, and movies should not be taken off shelves	8
18878	3986	They're huge factors that make up the society and make life what it is	9
18879	3986	Books and magazines are two fun things people love to read	10
18880	3986	Fiction or nonfiction	11
18881	3986	No matter if books are real or fake they create stories that interest people	12
18882	3986	Reading is a hobby that's been around since the beginning of times	13
18883	3986	There are many different selections in reading, for example, adventure, mystery, comedy, or love stories	14
18884	3986	People will always read no matter what	15
18885	3986	Most books read are the ones that are sad and sometimes gruesome, but those are the stories that draw people in	16
18886	3986	Magazines are often picked up when going into the check out line in a grocery store	17
18887	3986	People love to read gossip, and learn about the latest trends	18
18888	3986	Magazines provide a type of self enjoyment for people	19
18889	3986	When reading a juicy title, most people can't help themselves but to pick up the magazine and learn what's going on in someone else's life	20
18890	3986	Music is used for so many different things	21
18891	3986	It's often listened to when driving down the road	22
18892	3986	Many people fall asleep to soothing instruments that make a beautiful melody	23
18893	3986	Lyrics in songs relate to common people and at times it can help a person through a rough challenge	24
18894	3986	There is something about the different beats songs make that can change peoples' moods	25
18895	3986	On most @DATE1 nights, it is always seen that movie theatre's are very crowded	26
18896	3986	Movies bring out imagination and stories where people can watch and follow along	27
18897	3986	When watching a movie with a sad ending, most people cry	28
18898	3986	Although not always real, it touches people on an emotional level	29
18899	3986	Movies can bring things to life	30
18900	3986	Life is what it is from contributing factors	31
18901	3986	All people think differently and like unsimilar things	32
18902	3986	Books, magazines, music, and movies all relate to peoples' likes and dislikes	33
18903	3986	Taking things off the shelves because they are offensivc or don't alway make people feel good, won't make our world any better of a place	34
18904	3986	If anything it will take away happiness in the world	35
18905	3986	These things make people feel different in ways that can't be described	36
18906	3986	Most often things that are offensive is the truth	37
18907	3986	Why hide things that are real	38
18908	3986	What would writers, musicians, and actors do if they couldn't do something just because it could offend a couple people out of millions	39
18909	3986	All these things are comfort for some people	40
18910	3986	Books, magazines, music, and movies make the world and everyday life what it is	41
18911	3986	They are simple things in life, but once gone they are a huge gap missing	42
18912	3986	Things are fun and creative because of books, magazines, music, and movies	43
18913	3986	In my own experience books make me interested in subjects, magazines fufill my want for reading about celebrities, music makes me feel happy when I am sad, and movies make me feel like I can feel the same emotions as the characters do.They should not be taken off shelves just because they are offensive, they are part of life.	44
18914	3987	In this essay I am going to write about the books about the librabries	0
18915	3987	Also if they are books that can be offensive and that it can or not be removed by the libraries.I think that the libraries have the right to have any materials such as books, music, movies, magazines, and more on the shelves	1
18916	3987	Well in my opinion I think that they should not remove any books because people @MONTH1 think that it can be offensive but other people @MONTH1 be into those books	2
18917	3987	So no I don't think they should remove any because some people have different opinions on different books.When I go to libraries they are books that I can enjoy reading or not like but that is just my opinion	3
18918	3987	Some people might like the book that I did not liked or hate but I think that the books should not be removed from the shelves because some people might enjoy it and some won't.I think they should not remove books because the books are for people that are interseted on the books that they want to read or learn about the stuff about the past or just fiction books.I just talked about the essay I just wrote I talked about the books about the libraries, and how some books can be offensive to other people that are trying to pick books, and also if they should or not remove books from the shelves	4
18919	3988	Books are an extremely important part of literature	0
18920	3988	Many different people have different views of different kinds of books	1
18921	3988	Some people enjoy books, and some people don't	2
18922	3988	Some people are fast readers, and some people aren't	3
18923	3988	Reading is in individual task	4
18924	3988	Your reading abilities, interests, and preferences are different from everyone else's	5
18925	3988	The main idea here is preferences	6
18926	3988	You @MONTH1 enjoy a certain genre or topic that someone else @MONTH1 find offensive	7
18927	3988	But just because someone else doesn't enjoy it, does that meant that you shouldn't be able to enjoy it for yourself	8
18928	3988	Just because it is in the library, doesn't mean you have to check it out	9
18929	3988	Just because it is the new release in the book store and everyone loves it, doesn't mean YOU have to buy it	10
18930	3988	Other people can avoid the topics that they don't like	11
18931	3988	For example, if the local library took out all of the books that had anything to do with drugs and alcohol, because they found them offensive, the fact that they took the books out, could be offensive to the other people who enjoyed them	12
18932	3988	Also, some things could be offensive to some people that could be critical to research for others	13
18933	3988	Then, some people @MONTH1 not have the resources available that they need	14
18934	3988	If it is music, movies, or magazines, then it should be dealt with the same way	15
18935	3988	People have a choice of what they want to buy and rent	16
18936	3988	If a certain artist or actor is offensive to them, they should find something else and leave that @CAPS1 or movie for someone else to enjoy	17
18937	3988	They shouldn't complain about it	18
18938	3988	How would they feel if someone found their favorite band's music offensive and then no one could rent it from the library or buy it anywhere	19
18939	3988	Then, people would understand that everyone is different in their own way and not everyone will enjoy what they do	20
18940	3988	I think that knowing that everyone is different and special in their own way should show that, everyone is going to enjoy different things at different levels	21
18941	3988	Every book, movie, @CAPS1, magazine, and any other thing, should be left for people to enjoy and hopefully you can find something you enjoy too	22
18942	3989	People of the world @MONTH1 always find something they think is offensive that others don't	0
18943	3989	In this case I think that if it is in a public library they do need to watch what they put on the shelves	1
18944	3989	If some little kid grabs a playboy from the youngster's section, the library is probably going to get sued	2
18945	3989	Libraries are supposed to be a place where people can get a book to read or to look up some information about any school-work they have	3
18946	3989	Books about anatomy are an exeption but if that library has a book like sex for dummies then something needs to @CAPS1 in that facility	4
18947	3989	Movies too, if somebody wants that kind of material they need to go else where to find it	5
18948	3989	Exposing those kinds of movie clips and images could be harmful to the children of future @LOCATION1	6
18949	3989	If our world crashes as we know it because kids couldn't find the correct information needed, then that shows that we deserved it	7
18950	3989	What kind of movies we watch, advertisement we pay attention to, what music we listen to most, and many other things are what make people who they truly are	8
18951	3989	People these days read magazines that can be completely harmless but come with an ad	9
18952	3989	that says @CAPS2 @CAPS3, or All @CAPS4 @CAPS5, these are found in a lot of magazines like @CAPS6 @CAPS7 and sometimes @CAPS8	10
18953	3989	These ads	11
18954	3989	are totaly uncalled for	12
18955	3989	If people looked into this more, than they do we wouldn't have to fight this as much	13
18956	3989	These things that people find to be offensive are harsh and cruel things to show our young readers, writers, and musicians	14
18957	3989	These type of things influence kids to do this type of stuff that americans and non-americans find so offensive	15
18958	3989	So libraries be aware of what you put on your shelves and be aware of the consequences.	16
18959	3990	Censorship is a tough topic to discuss	0
18960	3990	Everyone has different views on what is and isn't acceptable in libraries, because of the content in some books, music, movies, and magazines	1
18961	3990	When you start to censor what information is available to certain people, they get angry, and it can cause an uproar of protest	2
18962	3990	There should be an age limit on some materials however	3
18963	3990	So how can you tell what is okay for younger children and teens to view	4
18964	3990	For movies, music, and magazines, there are already limitations on how old you have to be to buy or rent them	5
18965	3990	With movies, the rule in libraries should be the same as anywhere else	6
18966	3990	It should be that you must be seventeen to get anything rated @CAPS1	7
18967	3990	I'm not sure what the age is to view unrated movies is, but for libraries it shoulld be the same as anything else	8
18968	3990	Anything else, should be open to all ages	9
18969	3990	Music is also a controversial material to censor	10
18970	3990	If a @CAPS2 has an explicit label on it, you should have to be eighteen to check it out	11
18971	3990	The reason being, is that some music can contain violent lyrics, and unless you are eighteen you shouldn't listen to it	12
18972	3990	When you hear music that is offensive to you, you must be smart enough to not listen to it	13
18973	3990	Anything any artist wants to say on a @CAPS2 can be recorded, and children should not be exposed to that until they are responsible enough to know what they should, and sometimes shouldn't be listening to	14
18974	3990	Printed materials are the hardest to censor	15
18975	3990	Personally, i don't believe any book should be kept from anyone	16
18976	3990	The only type of book that should be kept from some people is magazines	17
18977	3990	Once again, magazines can contain some graphic content, and should only be kept from anyone under eighteen	18
18978	3990	There are just some things kids shouldn't see, but if you are a legal adult, and want to read any kind of book, it should be available to you	19
18979	3990	With any of these materials, it should all be available to you in a library	20
18980	3990	It is a place to learn about how a writer, a movie director, a music artist, or magazine editor feels about the world	21
18981	3990	If we censor the material in a library, it is denying the public of the real world	22
18982	3990	Also, we would be revoking the right given to us of free speech	23
18983	3990	I do not make fun of books because I know whatever someone writes down, in their eyes, is the truth	24
18984	3990	It is an expression of self, and to stop someone's work from being available to the world, you are taking away the right of free speech.	25
18985	3991	Magazines and Books     I am writing an essay on should we take books, magazines, or movies off the shelves if they have bad language or have violant roles in it	0
18986	3991	First thing we should discover is how many people like books, movies, or music like that	1
18987	3991	@CAPS3 me personally like books that have violance and graphic language in them @CAPS3 that just makes the book so much more interesting	2
18988	3991	And when it comes to music their parents need to be very careful what they let their kids listen to	3
18989	3991	And @CAPS1 boadcasters need to watch what they put on the air @CAPS3 some of it can be pretty bad for a kid to watch	4
18990	3991	The second thing is, is it ok for kids to be reading these kind of books	5
18991	3991	I dont think it would be ok for a kid under fourteen to be reading about violance or hearing words that are graphic	6
18992	3991	But its not up to me they need to take a survey on the moms and dads of these children and see what they think about it	7
18993	3991	@CAPS3 it is up to them if they want there kid listening to or reading material like that	8
18994	3991	And its also up to the childrens parents what kind of music they listen to	9
18995	3991	@CAPS3 there is more cerse words in the @DATE1 than there has ever been in the history of music and the same goes for books and magazies	10
18996	3991	Magazines sometimes can be pretty graphic when it comes to picures.me myself dont really look at magazines @CAPS3 they dont really intrest me I would rather sit down and watch what ever it is on @CAPS1	11
18997	3991	Then the third and final argument is how could we make our libraries in american more censored for kids	12
18998	3991	I think the libraries shoul have different rooms that have different types of book in them	13
18999	3991	@CAPS3 if you just have a library that anybody can go and pick up any book that they wanted then kids are going to go straight to the funny books or the books that are not suitable for kids to be reading	14
19000	3991	They should make it so you have to be a certain age to check out a book that has bad language or that has graphis pictures or that just are not suitable for children	15
19001	3991	That is why I think that books need to get into the right hands and not into kids hands	16
19002	3991	Kids dont need to know bad language at their age @CAPS3 that is a bad habit for a kid to learn then they will go to school saying them	17
19003	3991	And reading books that talk about beating somebody up or murder mikght get it in a little kids head that that is ok	18
19004	3991	And that is not ok with me	19
19005	3992	Cursing, violence, gang activity, murder, ect	0
19006	3992	All of these  are factors found in our books and music we have today	1
19007	3992	Do you believe these items should be cencered	2
19008	3992	If books or music have these types of messages in them it is going to influence children and adult's choices on what they do in life	3
19009	3992	I feel that, yes books and music should be cencored	4
19010	3992	My first supporting reason of why books and music should be cencored is the fact that children and adults get a huge influence from the information	5
19011	3992	Look in today's world	6
19012	3992	murders are happening, gang violence, and even abuse	7
19013	3992	If a book or song is advertising about murdering some one, or selling drugs nine times out of ten people think that is the 'cool' thing to do so why not do it	8
19014	3992	With people following uncencored books and songs it leaves dead people, inmates, and poor choices	9
19015	3992	Most people want to follow what an artist or author is doing because they are famous, which is causing peer preasure	10
19016	3992	The second reason books and music should be censored is the simple fact of respect	11
19017	3992	Some books or music affends people by their race, religion, or their apperance	12
19018	3992	You find most of the critizisium from music more than books, but it does occur	13
19019	3992	Young children and teens shouldn't listen to or read about racism, sex, how to drugs, ect	14
19020	3992	Books and music that have advertisment about these types of things is disrespectful to parents and what they teach their children	15
19021	3992	The message brought from the book or song is basically saying go against your parents and do this	16
19022	3992	A person should be able to sit and listen to a nice song, or book without getting disrespected and offended	17
